FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2023-01-28,WN,1622,DTW,FLL,715,15.9,11.33175612821681,0,1325
2024-12-14,DL,3343,LGA,MSP,1235,4.1,0.850998356006448,0,1588
2023-02-08,NK,2205,JFK,ATL,1910,4.7,5.39173064751549,0,589
2023-09-30,DL,3383,MCO,DEN,1900,-4.9,-3.958432783520955,0,1970
2023-08-19,B6,2329,PHX,MSP,1500,-3.3,-7.142385786097839,0,327
2023-03-27,UA,3891,LAX,LAS,850,-3.0,-1.9539077580536193,0,1713
2024-04-18,AS,1916,MCO,EWR,510,94.1,96.91995918246188,0,1594
2023-05-06,NK,1033,MCO,SFO,1010,-6.2,-4.213236702229757,0,418
2024-06-20,AA,508,DEN,SFO,815,-1.1,-2.22260096801145,0,2171
2023-05-25,AS,585,DFW,LAX,1645,-2.9,-2.853666840213285,0,594
2024-06-08,UA,106,LAX,IAH,1900,-1.0,7.721746925863101,0,1905
2023-07-31,AA,529,SFO,BOS,745,52.5,52.96501316669838,0,2391
2023-01-25,AS,1459,FLL,DEN,1115,-0.6,-2.9874583862940183,0,1968
2024-08-02,UA,2777,MSP,FLL,1845,15.2,18.339931755444344,0,636
2024-01-29,WN,3718,EWR,DFW,1620,2.1,5.836566442539311,0,1255
2023-03-08,UA,1118,FLL,CLT,1815,1.5,1.382823321751489,0,2039
2023-08-21,B6,1218,SEA,LGA,1920,5.7,5.326306779692395,0,446
2023-04-19,AA,3172,CLT,PHX,1120,-9.7,-10.73396267834774,0,2399
2023-05-26,NK,3575,ATL,JFK,1520,-0.9,-4.837542179064712,0,801
2023-04-21,F9,3924,DTW,EWR,1610,49.5,38.801024786386435,0,518
2023-08-16,NK,1565,CLT,MIA,1535,-1.9,1.5534331614589272,0,912
2023-04-21,WN,3902,JFK,MSP,1030,-3.4,-6.455667043875412,0,721
2024-04-14,WN,1928,ORD,LAX,1735,-3.4,-2.7704248256597044,0,603
2023-02-03,NK,1531,DEN,PHX,1610,-2.5,-1.5351645182820883,0,1285
2024-09-14,UA,1748,IAH,ATL,1215,0.9,-2.1234942293750683,0,433
2024-01-04,WN,3816,CLT,DFW,1230,-4.0,-3.5087607884327854,0,1552
2024-08-17,NK,3547,PHX,MIA,535,-2.8,3.138159123448996,0,1267
2024-07-07,DL,2054,PHX,BOS,1700,-8.7,-1.1030106056032842,0,1880
2024-02-29,NK,3712,MSP,EWR,1050,44.2,41.710917270455916,0,902
2024-09-04,DL,2009,MIA,ORD,1235,-0.5,-0.5139060350543047,1,1459
2024-06-01,DL,2810,JFK,CLT,1115,-9.2,-13.55295354383286,0,264
2024-11-22,UA,557,CLT,LAX,1530,123.9,123.27833247027121,0,1384
2023-10-09,AA,3137,LAX,EWR,1145,3.8,0.9200502706282414,0,383
2023-11-16,UA,3906,DFW,BOS,850,-0.7,-6.102803714060715,0,2220
2024-03-18,B6,2043,DTW,PHX,1830,-8.5,-7.414175679769582,0,596
2023-11-11,F9,3249,CLT,SEA,820,1.3,2.024505205649527,0,611
2024-01-12,WN,3542,ORD,MCO,600,-9.0,-0.4577950099421386,0,2386
2023-10-16,DL,2272,MSP,EWR,910,5.1,6.377275037835345,0,1945
2024-03-12,UA,2990,JFK,FLL,1220,3.6,6.5309033728331425,0,1224
2024-10-23,NK,3855,MSP,DEN,1220,54.7,51.60342444852194,0,854
2023-10-04,UA,3069,MSP,DTW,1745,6.0,5.115794754602714,0,354
2024-12-10,WN,1307,EWR,PHX,910,60.2,60.16775775372634,0,520
2024-08-04,UA,3703,SFO,MSP,1700,42.8,42.95365348001271,0,2278
2024-05-17,DL,421,LAX,CLT,745,0.3,-0.6360939908445078,0,581
2024-09-15,NK,1156,LGA,MSP,1200,25.3,21.504629772077774,0,833
2024-05-30,WN,3602,LAX,ATL,1800,1.9,-3.2321608166183053,0,1213
2023-12-16,AA,3152,PHX,SEA,1115,112.8,101.61671953956484,0,2356
2024-03-21,F9,1625,BOS,MCO,1945,-1.2,-8.949360916164865,0,2161
2023-12-16,DL,3984,MSP,MIA,1515,-4.5,-3.3533801677890787,0,2280
2024-08-29,F9,784,EWR,LGA,1600,-6.2,-8.518674527705418,0,1737
2024-10-25,B6,820,LAS,MCO,1315,6.4,11.491047923589107,0,567
2023-05-17,NK,3369,LAS,LAX,1220,4.1,-0.4957014178689283,0,672
2023-08-31,B6,1903,IAH,DFW,710,-2.5,-5.150211563156895,0,2119
2024-06-26,AS,818,PHX,DFW,735,59.8,60.26838939121722,0,2190
2023-02-09,AS,2459,EWR,DTW,1430,-7.5,-6.4024214844454495,0,2535
2023-08-17,WN,422,CLT,ORD,1435,-3.7,-8.946611944012941,0,1599
2024-07-01,DL,3065,ORD,MSP,2015,-1.5,1.4970114394267187,0,1242
2023-08-11,AS,2057,ATL,DFW,1835,-2.9,-3.6004088167377644,0,909
2023-01-06,DL,1976,SEA,DFW,1710,56.7,60.95022624903017,0,1919
2023-11-18,DL,1862,LGA,BOS,1035,3.3,2.869111872662483,0,1045
2024-04-12,NK,3023,PHX,MIA,1100,2.8,-2.034713388833927,0,1245
2023-03-16,B6,2190,SFO,IAH,715,44.0,39.827037136684915,0,2366
2023-01-04,WN,3774,PHX,LGA,1415,51.4,56.763160398204725,0,2312
2024-10-07,B6,489,JFK,EWR,710,-7.3,-16.265844051492458,0,928
2023-04-28,NK,1006,ORD,PHX,1235,-3.3,-11.315530709334595,0,388
2024-08-28,AS,2676,JFK,SEA,1400,0.0,5.240871996975423,0,202
2024-05-18,UA,2375,ORD,LAS,910,40.9,34.73298125373218,0,385
2024-07-27,AS,322,PHX,LAX,1745,105.0,97.59811604704447,0,1389
2024-03-16,F9,1742,PHX,DTW,1500,-0.7,2.4265508743902995,0,409
2023-07-13,AA,3568,PHX,LAX,850,-7.8,-5.235214196197964,0,1921
2024-12-15,B6,2651,ATL,SEA,2000,-0.8,-5.93994521782121,0,2139
2024-01-27,WN,2323,SEA,FLL,1335,-9.2,-10.26640771843117,0,522
2023-01-26,B6,3392,DEN,SFO,610,21.7,28.58534264456838,0,2254
2024-03-10,F9,521,DTW,EWR,1110,-8.8,-6.64950392468307,0,1972
2023-06-22,F9,2999,MSP,DTW,2035,1.5,-11.407286936144935,1,1938
2023-10-27,UA,3465,LAS,ATL,1830,-0.1,-0.19041426133905495,0,310
2024-10-06,F9,1428,PHX,BOS,810,0.6,3.376619272589858,0,1539
2023-11-22,UA,1222,PHX,BOS,1845,-4.8,-2.2400947505407247,0,2573
2024-02-14,UA,3402,DEN,MCO,1445,-3.7,1.9282447588162848,0,2230
2023-04-28,UA,3023,IAH,MSP,610,-5.6,-4.7895125793691395,0,1833
2024-12-24,AA,1941,EWR,MCO,1630,62.1,61.9776848658675,0,392
2023-08-13,F9,624,IAH,JFK,1130,-4.2,-2.9672101975294445,0,1846
2024-06-15,DL,3006,SFO,IAH,1145,0.5,7.067170445596407,0,2360
2023-04-23,AS,2278,MSP,MIA,1100,-3.7,-8.58244288993124,0,1055
2023-05-20,UA,311,DFW,PHX,1415,0.5,2.30435189415976,0,2077
2024-07-12,AA,3199,MCO,LAX,1620,0.1,-3.413162236368219,0,266
2023-01-01,B6,1961,MCO,LGA,1515,-3.3,-0.9664505094241322,0,597
2023-03-31,UA,2065,MIA,PHX,920,3.3,-1.7245289788656102,0,1893
2024-10-15,NK,401,DTW,CLT,1630,-6.8,-6.389735483336378,0,2039
2023-11-16,B6,2796,CLT,PHX,820,0.4,-7.893770778394799,0,1365
2024-07-03,B6,2593,LAS,MIA,2000,-10.5,-7.2056899585904945,0,1065
2023-05-19,WN,3984,ORD,LAX,1250,-1.6,-1.233869336581285,0,2495
2024-05-25,AA,1796,MIA,SEA,745,-1.8,-4.434928126415649,0,1256
2023-09-16,AA,2663,CLT,ORD,1430,-6.8,-0.3136500986497479,0,404
2024-11-03,F9,1520,MIA,ATL,1430,4.1,6.173253085634452,0,2203
2024-11-20,UA,3223,ATL,EWR,615,32.5,29.857038957022823,0,1601
2023-01-10,F9,1801,MIA,LAS,515,-1.1,2.043718781864183,0,904
2023-09-18,F9,1956,EWR,MSP,2110,-6.7,-9.508132751795834,0,1760
2024-10-11,UA,3473,DEN,SFO,1145,79.6,80.18665698846551,0,2225
2023-06-21,UA,2620,SFO,DFW,900,-3.5,-2.694376458257259,0,1064
2023-01-13,F9,2020,CLT,PHX,1350,-4.4,3.304460752715088,0,1543
2023-06-17,NK,771,DTW,DEN,535,-1.9,-4.729199239225702,0,2142
2024-10-03,AA,461,JFK,CLT,535,-3.6,1.6480853080555096,0,785
2024-08-18,B6,3348,ORD,DTW,745,17.1,13.700196302618803,0,873
2023-11-17,B6,630,MCO,DEN,1710,45.3,50.19822163011397,0,675
2023-11-15,UA,3764,DFW,EWR,920,1.5,0.0857854644618401,0,1961
2024-09-04,B6,609,PHX,LAX,1345,-4.5,6.006800379425197,0,2222
2023-11-25,UA,3351,LGA,DFW,915,-8.0,-11.821406828722164,0,1091
2024-07-03,AS,3594,DEN,MCO,1350,9.3,8.757454772623234,0,605
2024-02-23,DL,3361,FLL,SFO,1345,2.0,5.311035625239886,0,1373
2024-08-28,B6,652,ATL,CLT,1100,-4.7,-11.923914604912309,0,284
2023-04-05,AS,943,BOS,SEA,1220,-5.5,-5.024026632456671,0,464
2024-08-03,AA,3319,BOS,LAS,1550,0.7,0.7347850780367893,0,1482
2023-11-14,AS,1657,BOS,LAX,1720,-4.6,3.152946044220913,0,2117
2023-08-24,WN,3920,LGA,ORD,1020,2.2,-4.268816820317052,0,807
2023-11-30,AS,3842,BOS,MSP,1330,0.1,-2.685855220142822,0,482
2024-01-11,AS,709,ATL,MIA,1800,-0.8,-4.450800612390677,0,1288
2024-04-03,AS,2234,DTW,FLL,800,69.3,66.67901250174428,0,2158
2023-05-17,F9,719,DTW,MCO,2015,-2.7,-3.5817647033518525,0,1510
2024-08-10,NK,411,MCO,LAX,1600,20.2,21.459255663564754,0,1668
2024-06-30,AA,2422,LAX,MSP,1110,-1.9,5.962224300706097,0,609
2024-05-27,F9,3284,IAH,BOS,1135,-2.8,-0.8575862730309576,0,2073
2023-10-23,AA,1957,SEA,SFO,910,-1.4,2.8648642852963726,0,2010
2023-11-16,WN,2469,JFK,LGA,910,-5.0,-7.834360153559434,0,1883
2024-07-25,UA,393,ORD,BOS,1445,0.4,0.7286403954299041,0,1864
2023-12-15,F9,650,BOS,ATL,545,61.3,56.026003915752284,0,1521
2023-08-17,B6,3912,MSP,DFW,645,-6.6,-12.687589391082312,0,776
2023-09-27,AA,3711,CLT,PHX,2045,47.2,60.0776037170738,0,2300
2023-10-18,B6,2670,LGA,MCO,900,21.3,17.950339360914448,0,1360
2024-12-25,NK,3917,DTW,EWR,1720,137.2,140.31599349946526,0,2103
2023-06-14,WN,980,ORD,LGA,1445,-7.9,-5.674865409618678,0,1248
2023-01-05,AS,1216,PHX,MIA,1250,16.6,15.873074093222595,0,467
2024-01-14,WN,2680,BOS,EWR,1615,118.4,114.92454857829433,0,1606
2023-03-19,NK,2816,EWR,ORD,620,27.4,23.110278090467556,0,1471
2024-02-14,B6,704,DTW,LAX,1615,-2.6,-4.0736549511544915,0,1794
2024-07-27,B6,3169,BOS,EWR,1830,15.8,20.254058393116765,0,1720
2023-05-12,NK,3147,DTW,MCO,1020,-8.4,-15.794930156257937,0,1060
2024-08-23,WN,653,LAX,ORD,1010,-3.8,-6.595256654705594,0,422
2023-02-11,UA,2799,DFW,DEN,700,-3.4,-5.309545642172747,0,1618
2023-03-30,B6,2149,DFW,MIA,1835,1.2,-4.4920705786774855,0,1018
2024-02-06,NK,139,MSP,DFW,1750,38.5,35.36172459520955,0,744
2023-10-23,DL,3273,ATL,MSP,1215,2.3,2.290878652417735,0,745
2023-10-22,AS,418,ATL,MIA,1145,-6.7,3.579818592971555,0,2226
2024-09-07,NK,772,DEN,ATL,1210,45.5,42.89698903377702,0,436
2024-06-09,NK,3024,CLT,JFK,1235,-0.9,0.7033816186584966,0,1263
2024-11-21,DL,3089,JFK,MCO,1230,-0.5,3.412756454211955,0,2266
2024-09-28,B6,877,JFK,LAS,850,34.8,32.015649696958974,0,2185
2024-02-26,AA,588,MSP,LAS,550,-0.9,-5.034346014584721,0,1660
2023-01-23,WN,3054,PHX,DTW,1615,1.0,3.3600327857627903,0,1744
2024-07-28,UA,3187,SEA,DTW,1035,7.4,5.756173481705014,0,2392
2023-05-23,DL,363,CLT,IAH,1300,-11.0,-8.59709157993941,0,558
2024-10-26,DL,3218,MIA,LGA,1030,69.5,70.82253355384094,0,1177
2023-05-25,AA,3032,LGA,MCO,1110,1.2,-1.137998467291445,0,531
2023-08-13,B6,785,DTW,ORD,745,1.9,-0.49977240151868774,0,1849
2024-05-17,AA,1383,MSP,DTW,1145,-8.9,-12.17060863821234,0,1965
2024-09-07,UA,2575,LAS,MSP,1220,-10.1,-13.790666691357478,0,783
2023-04-14,B6,703,FLL,ORD,1710,30.9,20.72982433024203,0,384
2023-02-08,DL,3700,LAX,CLT,1015,-4.3,-8.583230629768089,0,1970
2023-07-17,DL,437,EWR,MIA,745,-9.9,0.10546405160348016,0,1871
2024-10-07,NK,2392,DTW,DEN,1645,58.2,52.86341175444877,0,576
2024-08-01,WN,2664,MSP,MIA,1120,-7.7,-13.892779479645629,0,1143
2024-01-26,UA,171,FLL,DTW,1835,-0.1,-7.926661370083814,0,614
2023-06-28,NK,225,MIA,BOS,1915,21.6,25.64361395452619,0,557
2024-07-07,NK,3352,SFO,LAS,1810,9.3,1.4176436123629195,0,754
2024-03-23,DL,2664,BOS,SEA,950,-8.5,-2.9980438186547724,0,428
2024-05-14,AA,3206,ATL,EWR,910,-13.5,-10.130243860570321,0,1141
2023-01-15,DL,122,FLL,LAS,1730,58.0,62.221876913106115,0,480
2024-09-14,AA,761,SEA,BOS,1250,1.4,9.096853030098265,0,1782
2024-10-30,AA,3539,SFO,IAH,1045,-12.9,-11.826496908993004,0,1802
2023-10-16,AS,216,LAX,MIA,1020,32.9,35.68529590967418,0,1282
2024-04-22,AS,2078,CLT,IAH,1420,-7.7,-5.7107952328689215,0,1964
2023-08-19,NK,2981,BOS,MCO,1810,-6.6,-3.960010142251232,0,888
2024-02-24,AS,775,LAS,PHX,1420,-3.4,-5.46560267209003,0,1309
2023-06-06,B6,2726,DTW,ATL,1450,-1.0,-5.50682559648705,0,1088
2024-07-03,B6,2175,EWR,LAS,1615,-8.2,-3.923017216979374,0,1399
2024-03-16,NK,2383,MIA,MSP,1650,18.2,9.4993999856329,0,292
2023-04-07,DL,3130,ORD,MSP,1815,-0.8,3.3548917750909792,0,378
2024-02-15,DL,556,PHX,MCO,815,-2.7,-6.936158949311968,0,1925
2023-10-16,AA,1078,PHX,CLT,2045,-2.7,-12.94867005289111,0,1441
2023-09-11,B6,506,LAX,FLL,1000,-7.3,-7.783604806487151,0,930
2023-07-15,NK,3824,JFK,PHX,1010,1.0,-3.9044028175458685,0,404
2024-08-20,DL,1617,JFK,PHX,1350,1.3,4.749132175510885,0,2588
2024-06-05,B6,300,CLT,MCO,900,-8.5,-4.831729108687193,0,1784
2024-05-31,UA,1704,DFW,DTW,900,-3.8,-3.9928455632750333,0,1490
2024-09-26,AA,331,DEN,SFO,1930,3.3,4.259509043580116,0,1833
2023-04-28,AS,897,SEA,SFO,750,-1.6,7.271063411996263,1,1358
2023-06-08,NK,2075,JFK,LAS,2015,-3.3,-1.6081938948095784,0,676
2023-08-16,B6,1695,ORD,BOS,1415,55.4,55.019731314740106,0,1160
2023-08-04,DL,3002,SEA,MIA,1935,3.8,8.873033105073429,0,1834
2024-11-26,NK,3780,LGA,ORD,1850,-0.5,-3.6872273981453976,0,357
2023-01-15,NK,1016,EWR,PHX,1515,23.7,19.53250942110578,0,1883
2023-06-06,F9,979,FLL,EWR,1410,5.7,15.746939693586548,0,1099
2024-10-09,F9,141,MCO,SEA,2115,-1.5,-11.862866854031143,0,1890
2023-09-18,AA,1228,DTW,JFK,1350,46.1,51.401687195039344,0,430
2023-06-06,WN,1939,CLT,MCO,815,-3.9,-6.351834744692544,0,1351
2023-02-16,AA,1839,DTW,MSP,2130,86.4,88.54293978344403,0,208
2023-11-20,UA,2297,SEA,DTW,1030,3.7,3.245128854725219,0,831
2024-11-15,AA,1634,LGA,LAS,700,28.4,24.067593222394635,0,2374
2023-05-10,F9,859,BOS,IAH,1635,-0.3,-4.956206965630374,0,1888
2024-02-15,F9,3500,FLL,DTW,1220,-4.1,-4.329446235224368,0,417
2023-04-05,AS,1218,LAS,PHX,1120,-3.5,-3.2281368141458278,0,231
2024-09-18,AS,2197,DFW,ATL,1510,-4.5,-8.954977461185566,0,988
2023-10-19,B6,3874,LAS,LGA,600,-6.2,-9.060153456486335,0,2480
2023-10-10,B6,1811,LAX,LAS,1510,-0.8,1.6952606136441986,0,2493
2023-03-10,DL,1957,LAS,MSP,1350,-4.5,-6.349020518964151,0,2423
2024-10-21,DL,3025,LAS,MIA,1345,-0.6,-5.151611340271144,0,1505
2023-01-11,AA,1562,FLL,DTW,1850,3.0,-6.450472667997111,0,2240
2023-09-11,AS,2695,EWR,DEN,1730,-1.7,-10.370249335447356,0,656
2024-07-03,AA,3118,PHX,DFW,1315,-3.8,-5.592563843131122,0,620
2023-05-14,NK,2944,JFK,DFW,1435,1.8,0.7223294423137143,0,636
2024-12-12,AS,3655,LAS,MIA,1720,-4.5,-3.1016120445369317,0,1909
2023-01-23,NK,2757,BOS,DEN,1135,16.3,17.958892225278337,0,655
2023-12-12,AA,3346,DFW,MSP,1500,-0.9,3.034275333128893,0,2079
2023-10-29,B6,2780,LAX,SFO,1350,-1.8,-4.571054349808491,0,2356
2023-12-29,F9,2197,SFO,JFK,1320,36.6,38.34897699527358,0,953
2024-01-31,B6,1644,MIA,CLT,2020,32.3,34.4723756523934,0,2068
2023-08-06,WN,3759,JFK,DTW,515,41.8,33.32488869685776,0,379
2023-05-21,F9,3768,EWR,IAH,1130,-7.3,-18.67041071866861,0,1455
2024-09-07,WN,2593,DTW,MCO,1935,-5.6,-13.879908341219844,0,1953
2023-07-29,WN,1640,MSP,JFK,1920,-6.5,-11.71199278421552,0,2348
2024-09-14,DL,1130,DFW,MCO,1600,-2.9,-0.7399056285845318,0,1404
2024-09-07,B6,3087,LGA,DTW,1410,-7.7,-7.24622344392364,0,812
2024-11-13,AA,3208,SFO,LAS,1510,-1.6,1.3903017508422773,0,1830
2024-04-04,AA,2016,EWR,PHX,950,5.3,3.5795271643247033,0,572
2023-12-22,WN,3417,PHX,IAH,1215,-2.1,-1.775271382997608,0,1320
2023-11-20,DL,3670,ORD,ATL,1310,22.9,14.370832778402658,0,2133
2023-05-13,DL,614,IAH,ATL,715,2.8,1.4655767167649445,0,2419
2023-05-07,WN,1778,LAX,LGA,1800,-11.3,-13.063238220964472,0,946
2023-04-16,F9,694,FLL,LAS,1215,38.7,32.703347182583634,0,583
2024-08-26,AA,870,DEN,SFO,1845,-1.1,-1.7341158504639012,0,2063
2024-01-13,DL,439,PHX,MSP,1120,-1.3,-4.408619868518712,0,2191
2023-02-20,AS,1458,PHX,BOS,1100,-3.0,-4.493825455552361,0,1199
2023-01-29,AS,713,IAH,CLT,915,5.3,3.999626925671314,0,424
2024-04-06,UA,3374,CLT,DEN,1535,0.6,-1.2153608764330306,0,2092
2023-10-23,AS,497,PHX,JFK,1310,17.6,8.965135026814883,0,938
2023-10-24,WN,103,FLL,DTW,1815,31.4,22.037483429005924,0,368
2024-12-26,AA,2566,PHX,EWR,1210,-0.1,-3.4661089809059904,0,422
2024-02-11,UA,2027,DFW,LGA,1520,-16.2,-16.588714234886137,0,2363
2024-09-04,B6,774,MCO,JFK,1645,16.3,19.10264278093737,0,1723
2024-02-09,AA,423,DEN,MCO,1045,-5.0,-7.119192518537829,0,1470
2023-12-12,NK,3719,FLL,MIA,1810,-1.0,4.758446440197389,0,1973
2024-09-13,UA,3249,SEA,FLL,1100,30.1,34.47923666985468,0,487
2024-02-24,B6,783,IAH,SFO,1510,4.6,10.056420696906468,0,1413
2023-07-01,DL,3747,LAX,ORD,1415,-1.8,-4.774505653471402,0,707
2023-01-01,F9,3878,SEA,BOS,1250,2.4,-1.1762412072668704,0,970
2024-07-20,AA,1628,BOS,PHX,850,66.9,69.54705932482662,0,350
2024-01-06,AA,1143,SFO,MSP,1400,33.2,25.615436517166117,0,885
2024-10-22,DL,3425,ORD,DFW,1100,-3.9,-20.903708194394248,0,780
2024-03-06,AA,3356,DFW,LGA,1150,1.2,-6.3316003631914874,0,215
2023-11-05,F9,3939,SFO,DFW,1315,-4.3,-8.303961560242893,0,395
2023-05-17,WN,2202,DFW,CLT,1520,26.8,18.817797693509817,0,813
2023-07-21,NK,2134,LAS,DFW,1600,55.5,60.74472069826565,0,1961
2024-03-11,UA,881,MSP,LAS,1215,2.4,2.7689931558861387,0,2208
2023-11-09,B6,3812,MSP,FLL,735,0.5,2.3217831344487427,0,2164
2023-04-27,B6,2716,DTW,JFK,1730,-2.3,-1.6188104250672546,0,1731
2024-10-27,UA,439,IAH,LGA,1545,-0.8,-0.9955262087660515,0,633
2024-07-28,WN,2161,IAH,DEN,1735,15.7,19.930662286959794,0,1039
2023-09-01,AA,1174,PHX,LAX,1050,1.2,9.634288225041866,0,1494
2024-06-20,DL,3519,DFW,EWR,1835,-3.3,-9.350976306885794,0,807
2024-08-24,DL,1994,PHX,ORD,935,-3.5,3.5584968380602433,0,1175
2023-03-16,NK,3152,MSP,DEN,1030,2.2,4.020955252524696,0,1468
2024-01-21,AA,157,MIA,SEA,1330,-0.4,0.9716251577578515,0,743
2023-07-29,AS,1500,FLL,EWR,2135,53.2,51.20562112387414,0,1662
2024-04-19,B6,3290,EWR,DFW,945,-5.9,0.6796520173106684,0,822
2024-02-22,UA,2014,DFW,FLL,1730,-6.1,-1.3612558922464801,0,883
2023-12-13,UA,3948,DTW,MIA,535,75.9,73.69095044847023,0,203
2024-06-12,B6,3002,EWR,DEN,920,16.3,15.11538864014363,0,1284
2024-10-01,F9,563,MCO,CLT,1010,-0.5,9.410839890267036,0,1685
2023-06-28,UA,2707,PHX,DFW,1550,137.6,141.5147335495847,0,1141
2023-07-01,B6,2558,SEA,DFW,745,96.2,99.85333924691508,0,675
2024-10-25,F9,3787,PHX,DTW,830,-8.4,-7.0015000961607425,0,201
2023-01-25,WN,811,LAS,DTW,850,3.8,-6.436835140416968,0,2351
2023-06-29,AA,1023,ATL,LAS,1545,-0.8,7.393810933673017,0,2570
2024-12-10,B6,3611,ATL,IAH,720,-3.8,-8.767412349739153,0,2085
2024-05-15,WN,1077,MIA,SEA,1145,-11.1,-10.493814934648773,0,1162
2023-06-10,B6,2821,DFW,ATL,845,-2.6,3.9607869299759426,0,2169
2023-06-26,WN,613,DTW,EWR,1110,6.6,7.14492043570073,0,2293
2023-10-12,WN,3162,ATL,DFW,1635,-3.2,-2.0727079772464982,0,2270
2023-03-04,WN,3195,CLT,MSP,1050,-0.9,0.41262848244281514,0,1796
2024-10-23,NK,173,EWR,MSP,1410,65.6,64.14390238987279,0,2256
2024-10-27,AA,1428,LGA,JFK,935,20.3,21.307634382624993,0,1792
2023-06-05,NK,2955,MIA,PHX,1650,-3.1,-4.707694693789296,0,2231
2024-04-13,B6,350,MCO,LGA,1715,4.1,16.063246227072383,0,1682
2023-02-18,AS,3179,ATL,MSP,1015,-0.3,-11.604735107154314,0,340
2023-03-25,NK,3496,ORD,DTW,635,-1.8,2.241281027155142,1,1804
2023-12-27,B6,2214,IAH,CLT,810,-3.9,-10.81512398968503,0,543
2024-11-19,B6,1348,MIA,DTW,1335,-1.4,2.0708557733670414,0,2309
2023-05-28,WN,513,ATL,IAH,1145,-4.1,3.4180858537958256,0,917
2024-09-21,UA,2711,MCO,LAS,1000,-3.0,-8.17196632616356,0,372
2023-12-08,UA,2954,ATL,CLT,1415,1.7,4.196223244408106,0,2126
2024-04-20,B6,1706,MIA,MSP,835,-0.5,-4.4117178013633005,0,349
2023-03-04,UA,592,ORD,BOS,1250,-2.2,-4.150753138248701,0,1375
2024-12-01,AS,1122,DTW,CLT,915,-9.1,-13.45557271958075,0,1404
2023-12-26,NK,3256,CLT,MCO,2000,-3.5,-5.019684866244786,0,1816
2024-07-14,UA,3401,LGA,LAX,620,211.4,203.67271561671208,0,923
2023-11-23,UA,3696,BOS,ORD,535,1.2,0.7154983956048421,0,1948
2023-05-21,WN,2748,SEA,DEN,1450,5.0,1.4554141890039514,0,2545
2023-08-03,F9,3546,IAH,BOS,700,2.5,0.757504710410877,0,2057
2024-03-10,NK,741,FLL,PHX,1720,0.5,4.578330100951621,0,945
2024-12-23,B6,1633,ATL,FLL,1715,-4.2,-4.059571960817085,0,1841
2023-11-14,F9,3621,LAX,FLL,1215,3.8,2.716193602631594,0,736
2023-02-01,NK,1061,CLT,ATL,1720,56.7,56.57145697406111,0,2218
2024-10-31,AS,1586,MSP,LAS,1635,27.8,18.743474920099587,0,907
2023-10-12,NK,2418,LAX,FLL,830,5.5,5.921626036377367,0,1502
2023-11-01,F9,3102,MSP,DEN,1820,3.6,7.666278568499283,0,900
2024-03-04,AS,3445,SFO,ORD,1835,-3.6,-3.6021855904081894,0,1602
2024-04-21,NK,3240,JFK,DEN,1030,41.2,36.41711037523521,0,1535
2023-10-13,F9,3517,JFK,CLT,1745,-8.6,-11.667389411564864,0,2278
2023-05-24,NK,1921,SEA,JFK,1815,17.4,12.132131401807337,0,2448
2024-02-28,B6,2225,DEN,SEA,1620,-3.1,2.9451335441057913,0,1326
2023-01-19,AS,232,MIA,SFO,720,45.0,52.652508397925125,0,2204
2023-01-18,DL,1547,SFO,LAX,715,-1.0,-1.6090825970887352,0,967
2024-08-12,DL,3576,ORD,ATL,2035,-2.0,-4.527961112900162,0,472
2024-01-06,UA,803,MCO,ATL,1350,-10.3,-11.626439103968263,0,1522
2023-06-24,F9,1486,ORD,SEA,1545,-5.9,-4.262852367848291,0,729
2023-07-13,NK,2923,IAH,MSP,1850,-6.1,-9.53669716523855,0,2207
2024-05-16,F9,3945,ORD,DEN,520,34.7,36.370653933524295,0,658
2023-04-23,B6,3773,ATL,IAH,1235,0.2,-3.9583384688523138,0,1486
2023-04-24,UA,295,ATL,SEA,1445,-8.4,0.38880894537730093,0,1215
2023-08-10,F9,3997,LGA,DTW,500,-2.7,-4.152868657920197,0,1365
2024-11-08,F9,2839,DFW,FLL,1415,19.2,13.051214211815923,0,747
2024-10-05,WN,2049,LAX,SFO,1835,2.4,-0.154795860521741,0,2202
2023-09-21,B6,2886,EWR,IAH,620,88.3,95.70913563092638,0,1077
2023-02-24,AS,3100,CLT,IAH,1715,40.9,44.97098292837281,0,910
2024-10-04,WN,3454,PHX,JFK,2050,2.8,6.180054038555615,0,1772
2024-04-02,WN,1982,BOS,ORD,1950,-1.7,-3.5935918546541883,1,798
2023-06-11,B6,3343,BOS,IAH,1300,-1.5,-4.185055698749174,0,2557
2024-01-15,UA,2766,LGA,IAH,1850,3.9,4.9589206215699075,0,371
2023-03-28,DL,1704,DTW,ORD,1700,-8.0,-9.571015075320968,0,810
2023-02-24,UA,1483,DTW,MCO,1700,-3.7,-8.69941105488823,0,2487
2024-04-20,DL,3822,LAS,MIA,1145,-7.8,-7.9894607179292825,0,1410
2023-06-27,AA,2913,BOS,SFO,1235,-5.2,-5.899354913360155,0,1420
2024-01-26,DL,142,SFO,PHX,920,3.3,9.441759307745226,0,1048
2023-12-15,B6,1111,PHX,SFO,630,20.2,16.490043147962073,0,991
2023-01-08,DL,737,DFW,CLT,1450,1.8,0.8213652573433896,0,1078
